"행정구역","2021년07월_계_총인구수","2021년07월_계_연령구간인구수","2021년07월_계_0~9세","2021년07월_계_10~19세","2021년07월_계_20~29세","2021년07월_계_30~39세","2021년07월_계_40~49세","2021년07월_계_50~59세","2021년07월_계_60~69세","2021년07월_계_70~79세","2021년07월_계_80~89세","2021년07월_계_90~99세","2021년07월_계_100세 이상"
"강원도 원주시 반곡관설동(4213067500)","44,676","44,676","5,247","5,783","5,385","7,356","8,882","6,516","3,475","1,258","654","114","6"
"강원도 강릉시 (4215000000)","212,957","212,957","13,097","18,570","24,932","21,373","31,957","36,432","35,106","19,558","10,192","1,684","56"
"강원도 강릉시 주문진읍(4215025000)","16,422","16,422","630","945","1,445","1,185","2,005","2,964","3,571","2,274","1,193","203","7"
"강원도 강릉시 성산면(4215031000)","3,455","3,455","134","190","286","209","379","661","790","433","318","52","3"
"강원도 강릉시 왕산면(4215032000)","1,578","1,578","29","39","86","83","99","313","491","267","145","26","0"
"강원도 강릉시 구정면(4215033000)","4,161","4,161","212","266","328","328","490","693","963","494","305","79","3"
"강원도 강릉시 강동면(4215034000)","4,246","4,246","101","186","410","285","424","757","966","662","388","65","2"
"강원도 강릉시 옥계면(4215035000)","3,511","3,511","104","147","270","214","316","650","874","558","326","51","1"
"강원도 강릉시 사천면(4215036000)","4,628","4,628","187","241","419","402","576","839","1,057","530","316","60","1"
"강원도 강릉시 연곡면(4215037000)","6,493","6,493","342","458","509","551","940","1,082","1,395","761","392","60","3"
"강원도 강릉시 홍제동(4215051000)","15,274","15,274","1,332","1,505","1,706","1,990","2,576","2,489","1,976","1,086","515","94","5"
"강원도 강릉시 중앙동(4215052000)","4,867","4,867","151","292","554","422","629","756","999","654","330","77","3"
"강원도 강릉시 옥천동(4215054000)","3,392","3,392","92","158","336","265","409","595","704","554","252","26","1"
"강원도 강릉시 교1동(4215055000)","25,898","25,898","1,692","2,920","3,620","2,590","4,427","4,450","3,329","1,785","954","126","5"
"강원도 강릉시 교2동(4215056000)","7,842","7,842","360","603","949","779","1,034","1,406","1,457","803","384","65","2"
"강원도 강릉시 포남1동(4215057100)","10,368","10,368","421","713","1,254","894","1,401","1,957","2,027","1,122","510","66","3"
"강원도 강릉시 포남2동(4215057200)","12,981","12,981","563","1,134","1,649","1,278","1,824","2,425","2,375","1,117","517","97","2"
"강원도 강릉시 초당동(4215058000)","4,779","4,779","286","387","553","551","701","932","758","366","214","31","0"
"강원도 강릉시 송정동(4215059000)","10,136","10,136","908","1,027","1,129","1,305","1,660","1,675","1,440","614","313","63","2"
"강원도 강릉시 내곡동(4215060000)","16,534","16,534","1,369","1,529","2,454","2,077","2,692","2,538","2,199","1,065","530","79","2"
"강원도 강릉시 강남동(4215061500)","17,913","17,913","911","1,516","2,001","1,558","2,500","3,102","3,032","2,067","1,064","156","6"
"강원도 강릉시 성덕동(4215064500)","28,411","28,411","2,356","3,411","3,441","3,171","5,143","4,597","3,480","1,723","937","147","5"
"강원도 강릉시 경포동(4215066500)","10,068","10,068","917","903","1,533","1,236","1,732","1,551","1,223","623","289","61","0"
"강원도 동해시 (4217000000)","90,039","90,039","6,409","8,566","9,363","8,844","14,333","15,611","14,429","7,983","3,936","551","14"
"강원도 동해시 천곡동(4217051000)","30,467","30,467","2,650","3,200","3,408","3,502","5,090","5,079","4,608","1,948","845","137","0"
"강원도 동해시 송정동(4217052000)","3,818","3,818","134","212","523","274","500","653","746","449","279","46","2"
"강원도 동해시 북삼동(4217053000)","19,901","19,901","1,515","2,552","2,329","1,959","3,782","3,596","2,371","1,183","542","72","0"
"강원도 동해시 부곡동(4217054000)","4,975","4,975","174","323","445","340","649","892","1,093","714","304","40","1"
"강원도 동해시 동호동(4217055000)","5,128","5,128","287","430","488","411","710","936","930","646","267","21","2"
"강원도 동해시 발한동(4217057000)","3,390","3,390","94","155","252","189","412","559","794","594","297","42","2"
"강원도 동해시 묵호동(4217059000)","3,124","3,124","91","162","182","173","392","514","696","568","323","22","1"
"강원도 동해시 북평동(4217060000)","12,864","12,864","1,221","1,175","1,270","1,546","2,066","2,191","1,841","936","534","82","2"
"강원도 동해시 망상동(4217063000)","3,535","3,535","165","187","259","262","425","619","732","522","312","50","2"
"강원도 동해시 삼화동(4217065000)","2,837","2,837","78","170","207","188","307","572","618","423","233","39","2"
"강원도 태백시 (4219000000)","41,341","41,341","2,397","3,721","3,540","3,503","6,132","7,074","7,734","4,803","2,161","254","22"
"강원도 태백시 황지동(4219051500)","6,189","6,189","438","559","593","579","897","1,075","1,127","632","257","30","2"
"강원도 태백시 황연동(4219052500)","4,305","4,305","177","301","339","258","588","761","1,014","600","234","33","0"
"강원도 태백시 삼수동(4219053500)","5,792","5,792","358","495","402","491","861","911","1,073","779","367","48","7"
"강원도 태백시 상장동(4219054000)","13,256","13,256","1,050","1,579","1,376","1,400","2,515","2,176","1,778","948","384","48","2"
"강원도 태백시 문곡소도동(4219058500)","3,817","3,817","143","259","269","274","473","704","914","532","217","27","5"
"강원도 태백시 장성동(4219059500)","3,425","3,425","127","239","287","243","354","697","725","465","253","29","6"
"강원도 태백시 구문소동(4219060500)","2,560","2,560","65","210","145","141","260","397","627","466","231","18","0"
"강원도 태백시 철암동(4219061500)","1,997","1,997","39","79","129","117","184","353","476","381","218","21","0"
"강원도 속초시 (4221000000)","82,377","82,377","5,721","7,257","8,928","9,066","12,236","14,954","13,491","6,786","3,319","598","21"
"강원도 속초시 영랑동(4221051000)","4,397","4,397","166","230","401","385","482","868","1,039","537","249","37","3"
"강원도 속초시 동명동(4221052000)","3,628","3,628","232","257","308","332","496","684","689","410","188","32","0"
"강원도 속초시 금호동(4221054000)","5,958","5,958","222","427","576","444","711","1,155","1,272","692","374","83","2"
"강원도 속초시 교동(4221056000)","9,619","9,619","517","818","1,119","990","1,332","1,719","1,775","857","419","70","3"
"강원도 속초시 노학동(4221057000)","21,711","21,711","1,372","2,195","2,439","2,218","3,388","4,074","3,423","1,626","825","149","2"
"강원도 속초시 조양동(4221058000)","29,160","29,160","2,844","2,954","3,420","3,938","4,925","4,920","3,576","1,697","760","121","5"
"강원도 속초시 청호동(4221059000)","4,800","4,800","283","259","422","539","583","904","949","506","287","64","4"
"강원도 속초시 대포동(4221060000)","3,104","3,104","85","117","243","220","319","630","768","461","217","42","2"
"강원도 삼척시 (4223000000)","63,952","63,952","3,657","5,018","6,896","5,407","8,608","11,010","11,607","7,056","4,052","614","27"
"강원도 삼척시 도계읍(4223025000)","9,601","9,601","305","757","1,672","494","1,018","1,595","1,885","1,204","603","65","3"
"강원도 삼척시 원덕읍(4223025300)","3,254","3,254","84","130","231","204","362","605","730","506","342","52","8"
"강원도 삼척시 원덕읍임원출장소(4223025400)","1,722","1,722","42","65","126","84","191","341","386","296","165","26","0"
"강원도 삼척시 근덕면(4223031000)","5,104","5,104","106","198","328","270","457","969","1,235","807","607","122","5"
"강원도 삼척시 하장면(4223032000)","1,298","1,298","20","37","62","68","126","279","387","176","127","16","0"
"강원도 삼척시 노곡면(4223033000)","718","718","9","10","32","21","56","138","200","135","93","24","0"
"강원도 삼척시 미로면(4223034000)","1,828","1,828","39","68","82","80","190","331","456","319","228","35","0"
"강원도 삼척시 가곡면(4223035000)","686","686","10","26","28","20","74","127","183","127","78","13","0"
"강원도 삼척시 신기면(4223036000)","661","661","14","12","21","32","67","126","176","120","84","9","0"
"강원도 삼척시 남양동(4223051000)","7,555","7,555","267","482","709","581","926","1,371","1,632","1,016","507","61","3"
"강원도 삼척시 교동(4223053000)","14,491","14,491","1,621","1,686","1,839","1,956","2,503","2,293","1,522","683","328","58","2"
"강원도 삼척시 정라동(4223054000)","9,062","9,062","629","819","1,012","893","1,477","1,530","1,368","845","416","68","5"
"강원도 삼척시 성내동(4223057000)","7,972","7,972","511","728","754","704","1,161","1,305","1,447","822","474","65","1"
"강원도 홍천군 (4272000000)","68,573","68,573","3,671","5,034","6,587","5,863","8,053","12,209","14,730","7,223","4,528","643","32"
"강원도 홍천군 홍천읍(4272025000)","34,347","34,347","2,522","3,439","4,017","3,746","5,218","5,860","5,332","2,517","1,469","211","16"
"강원도 홍천군 화촌면(4272031000)","4,594","4,594","112","160","365","286","381","750","1,322","699","441","75","3"
"강원도 홍천군 두촌면(4272032000)","2,459","2,459","48","112","141","108","158","438","742","397","262","52","1"
"강원도 홍천군 내촌면(4272033000)","2,371","2,371","45","72","114","91","177","465","751","369","256","30","1"
"강원도 홍천군 서석면(4272034000)","3,713","3,713","124","183","276","198","296","751","1,036","478","327","40","4"
"강원도 홍천군 영귀미면(4272035200)","4,018","4,018","106","188","228","218","327","752","1,151","627","375","43","3"
"강원도 홍천군 남면(4272036000)","6,222","6,222","382","423","781","592","531","959","1,334","674","476","70","0"
"강원도 홍천군 서면(4272037000)","3,796","3,796","99","126","220","226","344","731","1,117","554","319","58","2"
"강원도 홍천군 북방면(4272038000)","3,884","3,884","111","192","259","222","360","782","1,048","511","363","35","1"
"강원도 홍천군 내면(4272039000)","3,169","3,169","122","139","186","176","261","721","897","397","240","29","1"
"강원도 횡성군 (4273000000)","46,652","46,652","2,118","3,561","3,778","3,331","5,006","8,558","10,825","5,501","3,410","535","29"
"강원도 횡성군 횡성읍(4273025000)","20,988","20,988","1,447","1,990","2,300","2,014","2,937","3,681","3,497","1,788","1,118","205","11"
"강원도 횡성군 우천면(4273031000)","4,463","4,463","120","200","365","237","407","848","1,192","648","385","59","2"
"강원도 횡성군 안흥면(4273032000)","3,159","3,159","68","590","133","116","183","534","830","419","242","41","3"
"강원도 횡성군 둔내면(4273033000)","5,870","5,870","240","392","366","407","616","1,155","1,490","696","452","51","5"
"강원도 횡성군 갑천면(4273034000)","2,415","2,415","36","75","137","102","165","461","746","388","263","39","3"
"강원도 횡성군 청일면(4273035000)","2,389","2,389","32","68","103","89","160","476","781","402","237","40","1"
"강원도 횡성군 공근면(4273036000)","3,506","3,506","75","111","190","165","263","690","1,053","529","364","66","0"
"강원도 횡성군 서원면(4273037000)","2,113","2,113","65","64","112","130","149","374","669","311","209","27","3"
"강원도 횡성군 강림면(4273038000)","1,749","1,749","35","71","72","71","126","339","567","320","140","7","1"
"강원도 영월군 (4275000000)","38,064","38,064","1,590","2,859","3,149","2,685","4,381","7,123","8,337","4,769","2,804","346","21"
"강원도 영월군 영월읍(4275025000)","20,840","20,840","1,228","2,127","2,226","1,848","2,875","3,739","3,470","2,068","1,118","137","4"
"강원도 영월군 상동읍(4275025300)","1,052","1,052","19","32","47","46","104","190","276","188","137","13","0"
"강원도 영월군 중동면(4275031000)","1,444","1,444","31","50","70","53","107","320","397","245","155","16","0"
"강원도 영월군 김삿갓면(4275032500)","1,713","1,713","27","78","83","51","150","373","512","261","155","23","0"
"강원도 영월군 북면(4275033000)","2,106","2,106","33","88","126","104","184","423","565","341","210","25","7"
"강원도 영월군 남면(4275034000)","2,248","2,248","40","102","117","116","215","417","649","348","209","30","5"
"강원도 영월군 한반도면(4275035500)","1,218","1,218","43","38","97","75","110","259","323","164","102","7","0"
"강원도 영월군 한반도면쌍용출장소(4275035900)","1,670","1,670","43","61","93","117","156","290","438","273","172","26","1"
"강원도 영월군 주천면(4275036000)","3,751","3,751","86","206","207","183","310","728","1,059","531","390","47","4"
"강원도 영월군 무릉도원면(4275038000)","2,022","2,022","40","77","83","92","170","384","648","350","156","22","0"
"강원도 평창군 (4276000000)","41,060","41,060","1,777","2,789","3,259","2,917","5,153","7,807","9,243","4,911","2,817","369","18"
"강원도 평창군 평창읍(4276025000)","8,454","8,454","393","700","746","643","1,059","1,559","1,769","924","569","87","5"
"강원도 평창군 미탄면(4276031000)","1,640","1,640","33","69","106","59","170","347","449","249","131","26","1"
"강원도 평창군 방림면(4276032000)","866","866","17","42","51","38","73","165","247","137","86","9","1"
"강원도 평창군 방림면계촌출장소(4276032500)","1,676","1,676","54","72","85","89","152","332","501","243","123","25","0"
"강원도 평창군 대화면(4276033000)","5,195","5,195","206","308","387","308","608","963","1,255","665","434","59","2"
"강원도 평창군 봉평면(4276034000)","5,731","5,731","281","431","388","436","783","1,123","1,308","613","338","27","3"
"강원도 평창군 용평면(4276035000)","3,050","3,050","106","193","213","149","357","661","730","358","258","25","0"
"강원도 평창군 진부면(4276036000)","8,567","8,567","404","619","713","581","1,078","1,585","1,861","1,084","558","80","4"
"강원도 평창군 대관령면(4276038000)","5,881","5,881","283","355","570","614","873","1,072","1,123","638","320","31","2"
"강원도 정선군 (4277000000)","35,902","35,902","1,683","2,459","2,700","2,859","4,748","6,734","7,737","4,392","2,254","318","18"
"강원도 정선군 정선읍(4277025000)","10,494","10,494","615","973","967","883","1,607","1,872","1,840","1,083","551","99","4"
"강원도 정선군 고한읍(4277025300)","4,421","4,421","270","232","321","669","691","723","830","497","172","16","0"
