,광역시도,시군구,구분,인구수,20~39세,65세이상
644,전라남도, 화순군,여자,31409,5479,9893
645,전라남도, 장흥군,계,37859,6050,12733
646,전라남도, 장흥군,남자,18382,3291,4957
647,전라남도, 장흥군,여자,19477,2759,7777
648,전라남도, 강진군,계,34648,5446,11881
649,전라남도, 강진군,남자,16711,2921,4642
650,전라남도, 강진군,여자,17937,2525,7239
651,전라남도, 해남군,계,69000,10907,21946
652,전라남도, 해남군,남자,34053,5863,8770
653,전라남도, 해남군,여자,34947,5045,13176
654,전라남도, 영암군,계,53651,10064,14080
655,전라남도, 영암군,남자,27599,5638,5557
656,전라남도, 영암군,여자,26052,4427,8523
657,전라남도, 무안군,계,83168,18235,17082
658,전라남도, 무안군,남자,41747,9554,7021
659,전라남도, 무안군,여자,41421,8682,10061
660,전라남도, 함평군,계,32098,4756,11546
661,전라남도, 함평군,남자,16105,2703,4485
662,전라남도, 함평군,여자,15994,2053,7061
663,전라남도, 영광군,계,52970,9993,15196
664,전라남도, 영광군,남자,26446,5396,6075
665,전라남도, 영광군,여자,26525,4600,9122
666,전라남도, 장성군,계,44715,8299,13109
667,전라남도, 장성군,남자,22983,4699,5397
668,전라남도, 장성군,여자,21732,3604,7714
669,전라남도, 완도군,계,50007,7981,16025
670,전라남도, 완도군,남자,25134,4510,6559
671,전라남도, 완도군,여자,24873,3472,9467
672,전라남도, 진도군,계,30722,4905,10130
673,전라남도, 진도군,남자,15149,2743,3949
674,전라남도, 진도군,여자,15573,2162,6182
675,전라남도, 신안군,계,39201,5774,14081
676,전라남도, 신안군,남자,20863,3549,5824
677,전라남도, 신안군,여자,18338,2225,8259
684,경상북도, 남구,계,231641,54569,38988
685,경상북도, 남구,남자,119277,30624,17675
686,경상북도, 남구,여자,112364,23945,21313
687,경상북도, 북구,계,270547,63114,45353
688,경상북도, 북구,남자,134498,33858,19980
689,경상북도, 북구,여자,136049,29256,25373
690,경상북도, 경주시,계,252663,53175,55535
691,경상북도, 경주시,남자,126557,29197,23097
692,경상북도, 경주시,여자,126106,23979,32439
693,경상북도, 김천시,계,140112,30287,31687
694,경상북도, 김천시,남자,70262,16483,13022
695,경상북도, 김천시,여자,69850,13806,18667
696,경상북도, 안동시,계,158634,32600,38301
697,경상북도, 안동시,남자,78530,17378,15973
698,경상북도, 안동시,여자,80104,15222,22328
699,경상북도, 구미시,계,416001,124029,38533
700,경상북도, 구미시,남자,213221,67022,16338
701,경상북도, 구미시,여자,202780,57007,22196
702,경상북도, 영주시,계,103452,18594,27545
703,경상북도, 영주시,남자,51295,10432,11572
704,경상북도, 영주시,여자,52157,8163,15975
705,경상북도, 영천시,계,101506,19951,28034
706,경상북도, 영천시,남자,51618,11381,11844
707,경상북도, 영천시,여자,49888,8572,16191
708,경상북도, 상주시,계,98241,16322,29928
709,경상북도, 상주시,남자,48211,9157,11947
710,경상북도, 상주시,여자,50030,7165,17981
711,경상북도, 문경시,계,71267,12188,21066
712,경상북도, 문경시,남자,34971,6673,8507
713,경상북도, 문경시,여자,36296,5516,12559
714,경상북도, 경산시,계,261751,69597,43051
715,경상북도, 경산시,남자,131713,37754,18301
716,경상북도, 경산시,여자,130039,31844,24751
717,경상북도, 군위군,계,23385,3010,9274
718,경상북도, 군위군,남자,11957,1764,3984
719,경상북도, 군위군,여자,11428,1246,5292
720,경상북도, 의성군,계,51647,6607,21081
721,경상북도, 의성군,남자,25277,3743,8626
722,경상북도, 의성군,여자,26371,2865,12459
723,경상북도, 청송군,계,25052,3527,9189
724,경상북도, 청송군,남자,12513,2088,3879
725,경상북도, 청송군,여자,12539,1439,5310
726,경상북도, 영양군,계,16667,2242,6125
727,경상북도, 영양군,남자,8279,1261,2521
728,경상북도, 영양군,여자,8388,981,3604
729,경상북도, 영덕군,계,36484,5059,13498
730,경상북도, 영덕군,남자,17340,2775,5194
731,경상북도, 영덕군,여자,19145,2284,8305
732,경상북도, 청도군,계,42279,5821,15701
733,경상북도, 청도군,남자,20776,3276,6532
734,경상북도, 청도군,여자,21503,2547,9170
735,경상북도, 고령군,계,31647,5047,9745
736,경상북도, 고령군,남자,16206,2840,4135
737,경상북도, 고령군,여자,15441,2209,5612
738,경상북도, 성주군,계,43400,7030,13625
739,경상북도, 성주군,남자,22450,4003,5854
740,경상북도, 성주군,여자,20950,3028,7774
741,경상북도, 칠곡군,계,114969,28045,17669
742,경상북도, 칠곡군,남자,59991,15524,7422
743,경상북도, 칠곡군,여자,54978,12522,10247
744,경상북도, 예천군,계,55042,9631,16520
745,경상북도, 예천군,남자,27054,5084,6811
746,경상북도, 예천군,여자,27989,4548,9710
747,경상북도, 봉화군,계,31492,4109,11291
748,경상북도, 봉화군,남자,15846,2297,4813
749,경상북도, 봉화군,여자,15647,1814,6479
750,경상북도, 울진군,계,48710,8904,13424
751,경상북도, 울진군,남자,24423,5042,5299
752,경상북도, 울진군,여자,24288,3864,8126
753,경상북도, 울릉군,계,9185,1768,2291
754,경상북도, 울릉군,남자,5008,1059,1036
755,경상북도, 울릉군,여자,4177,713,1257
759,경상남도, 진주시,계,346176,86859,57119
760,경상남도, 진주시,남자,171211,46032,23476
761,경상남도, 진주시,여자,174966,40828,33643
762,경상남도, 통영시,계,128933,26113,24327
763,경상남도, 통영시,남자,64768,13875,10427
764,경상남도, 통영시,여자,64165,12239,13901
765,경상남도, 사천시,계,110680,23089,23840
766,경상남도, 사천시,남자,55844,13043,9639
767,경상남도, 사천시,여자,54836,10047,14203
768,경상남도, 김해시,계,539477,139958,59060
769,경상남도, 김해시,남자,272737,73877,25126
770,경상남도, 김해시,여자,266740,66083,33936
771,경상남도, 밀양시,계,104301,18384,28928
772,경상남도, 밀양시,남자,51099,10128,11813
773,경상남도, 밀양시,여자,53202,8256,17115
774,경상남도, 거제시,계,245675,62844,25701
775,경상남도, 거제시,남자,128767,34037,11332
776,경상남도, 거제시,여자,116908,28808,14369
777,경상남도, 양산시,계,350004,91513,46295
778,경상남도, 양산시,남자,175497,47855,20149
779,경상남도, 양산시,여자,174508,43658,26149
783,경상남도, 의창구,계,259218,71166,31716
784,경상남도, 의창구,남자,131772,38525,14236
785,경상남도, 의창구,여자,127446,32642,17481
786,경상남도, 성산구,계,216963,63082,17468
787,경상남도, 성산구,남자,110802,34293,8008
788,경상남도, 성산구,여자,106161,28789,9463
789,경상남도, 마산합포구,계,175083,40335,36206
790,경상남도, 마산합포구,남자,87177,21795,15472
791,경상남도, 마산합포구,여자,87906,18541,20734
792,경상남도, 마산회원구,계,191188,44890,32212
793,경상남도, 마산회원구,남자,95972,24201,14295
794,경상남도, 마산회원구,여자,95216,20690,17919
795,경상남도, 진해구,계,192315,48513,26642
796,경상남도, 진해구,남자,98368,26151,11681
797,경상남도, 진해구,여자,93947,22363,14962
798,경상남도, 의령군,계,26832,3909,9777
799,경상남도, 의령군,남자,13114,2132,3765
800,경상남도, 의령군,여자,13719,1777,6014
801,경상남도, 함안군,계,64502,11629,15608
802,경상남도, 함안군,남자,32679,6321,6415
803,경상남도, 함안군,여자,31824,5309,9195
804,경상남도, 창녕군,계,61342,10364,18628
805,경상남도, 창녕군,남자,30533,5824,7496
806,경상남도, 창녕군,여자,30809,4543,11135
807,경상남도, 고성군,계,51428,8064,15730
808,경상남도, 고성군,남자,25796,4582,6378
809,경상남도, 고성군,여자,25632,3482,9354
810,경상남도, 남해군,계,43005,5851,16050
811,경상남도, 남해군,남자,20711,3331,6244
812,경상남도, 남해군,여자,22294,2521,9808
813,경상남도, 하동군,계,45390,6591,15239
814,경상남도, 하동군,남자,22642,3798,6074
815,경상남도, 하동군,여자,22748,2796,9166
816,경상남도, 산청군,계,34845,4759,12547
817,경상남도, 산청군,남자,17098,2644,5053
818,경상남도, 산청군,여자,17747,2116,7496
819,경상남도, 함양군,계,39045,5849,12940
820,경상남도, 함양군,남자,18852,3200,5022
821,경상남도, 함양군,여자,20193,2650,7919
822,경상남도, 거창군,계,61478,11142,16720
823,경상남도, 거창군,남자,30048,6164,6538
824,경상남도, 거창군,여자,31431,4979,10183
825,경상남도, 합천군,계,44160,5835,17183
826,경상남도, 합천군,남자,21273,3287,6561
827,경상남도, 합천군,여자,22887,2548,10623
831,제주특별자치도, 제주시,계,486839,125959,67662
832,제주특별자치도, 제주시,남자,244152,65081,28540
833,제주특별자치도, 제주시,여자,242688,60878,39122
834,제주특별자치도, 서귀포시,계,180430,39418,34153
835,제주특별자치도, 서귀포시,남자,91224,20467,14426
836,제주특별자치도, 서귀포시,여자,89206,18952,19728
